timestamp,sensorId,humidity,pressure,temperature,wind_speed
2025-12-29 16:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,58,932.2,2.8,1.8
2025-12-29 17:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,48,931.8,2.9,0.8
2025-12-29 18:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,51,931.2,1.6,2.8
2025-12-29 19:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,54,931.0,0.9,3.7
2025-12-29 20:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,52,930.6,0.9,4.2
2025-12-29 21:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,57,929.8,-0.1,3.3
2025-12-29 22:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,58,929.5,-0.3,3.6
2025-12-29 23:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,53,929.0,0.1,4.7
2025-12-30 00:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,63,929.0,-0.8,4.1
2025-12-30 01:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,60,928.6,-0.8,4.4
2025-12-30 02:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,55,928.4,-0.4,4.9
2025-12-30 03:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,66,927.6,-1.5,3.1
2025-12-30 04:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,66,927.1,-1.3,3.1
2025-12-30 05:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,56,926.5,-0.8,3.9
2025-12-30 06:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,69,925.9,-2.0,3.1
2025-12-30 07:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,68,925.9,-1.3,3.2
2025-12-30 08:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,65,925.9,1.1,3.6
2025-12-30 09:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,64,925.9,3.0,5.8
2025-12-30 10:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,52,924.9,5.0,6.4
2025-12-30 11:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,43,924.5,6.2,6.2
2025-12-30 12:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,43,923.9,8.4,9.1
2025-12-30 13:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,43,923.3,8.3,12.0
2025-12-30 14:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,49,923.0,7.1,14.8
2025-12-30 15:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,47,924.0,4.5,11.8
2025-12-30 16:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,53,924.6,1.3,5.8
2025-12-30 17:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,54,925.8,0.1,5.6
2025-12-30 18:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,58,926.4,-0.6,5.4
2025-12-30 19:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,62,927.2,-1.0,2.6
2025-12-30 20:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,63,927.7,-1.1,3.6
2025-12-30 21:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,64,928.1,-1.2,4.2
2025-12-30 22:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,79,927.8,-2.0,7.0
2025-12-30 23:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,78,927.8,-2.6,6.5
2025-12-31 00:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,82,928.2,-3.2,10.2
2025-12-31 01:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,78,928.9,-3.9,7.3
2025-12-31 02:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,72,928.6,-4.3,3.8
2025-12-31 03:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,60,928.8,-4.6,6.3
2025-12-31 04:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,46,928.7,-4.6,5.5
2025-12-31 05:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,44,929.2,-5.1,3.9
2025-12-31 06:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,47,929.5,-5.3,3.4
2025-12-31 07:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,49,929.8,-5.5,4.1
2025-12-31 08:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,41,930.3,-4.9,0.5
2025-12-31 09:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,43,931.2,-4.4,4.7
2025-12-31 10:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,39,930.7,-3.8,4.4
2025-12-31 11:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,40,929.7,-3.3,4.9
2025-12-31 12:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,37,929.2,-2.7,8.1
2025-12-31 13:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,37,929.2,-2.7,9.2
2025-12-31 14:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,35,928.8,-3.0,8.2
2025-12-31 15:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,38,929.3,-3.2,10.1
2025-12-31 16:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,42,929.4,-4.0,9.3
2025-12-31 17:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,45,930.3,-4.4,4.0
2025-12-31 18:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,47,930.9,-5.1,0.8
2025-12-31 19:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,53,931.1,-5.6,4.5
2025-12-31 20:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,62,931.0,-6.2,5.8
2025-12-31 21:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,64,931.7,-6.7,4.4
2025-12-31 22:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,60,931.8,-6.7,4.4
2025-12-31 23:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,58,932.0,-6.9,4.7
2026-01-01 00:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,61,931.9,-6.9,5.2
2026-01-01 01:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,60,932.5,-7.1,5.0
2026-01-01 02:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,59,932.0,-7.3,5.4
2026-01-01 03:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,55,932.6,-7.6,5.4
2026-01-01 04:00:00+00:00,2819ecbb-5de3-4092-aa1d-4ba3a8c40add,55,933.0,-7.7,4.6
