timestamp,sensorId,lat,lon,type,value
2026-02-16T01:30:00+01:00,2001,41.039867,21.356340,co,0
2026-02-16T01:30:00+01:00,2001,41.039867,21.356340,no2,2
2026-02-16T01:30:00+01:00,2001,41.039867,21.356340,o3,35
2026-02-16T02:30:02+01:00,2001,41.039867,21.356340,co,0
2026-02-16T02:30:02+01:00,2001,41.039867,21.356340,no2,2
2026-02-16T02:30:02+01:00,2001,41.039867,21.356340,o3,35
2026-02-16T03:30:00+01:00,2001,41.039867,21.356340,co,0
2026-02-16T03:30:00+01:00,2001,41.039867,21.356340,no2,2
2026-02-16T03:30:00+01:00,2001,41.039867,21.356340,o3,36
2026-02-16T05:30:00+01:00,2001,41.039867,21.356340,co,0
2026-02-16T05:30:00+01:00,2001,41.039867,21.356340,no2,2
2026-02-16T05:30:00+01:00,2001,41.039867,21.356340,o3,26
2026-02-16T06:30:00+01:00,2001,41.039867,21.356340,co,0
2026-02-16T06:30:00+01:00,2001,41.039867,21.356340,no2,5
2026-02-16T06:30:00+01:00,2001,41.039867,21.356340,o3,20
2026-02-16T07:30:01+01:00,2001,41.039867,21.356340,co,0
2026-02-16T07:30:01+01:00,2001,41.039867,21.356340,no2,5
2026-02-16T07:30:01+01:00,2001,41.039867,21.356340,o3,22
2026-02-16T08:30:00+01:00,2001,41.039867,21.356340,co,0
2026-02-16T08:30:00+01:00,2001,41.039867,21.356340,no2,3
2026-02-16T08:30:00+01:00,2001,41.039867,21.356340,o3,31
2026-02-16T09:30:01+01:00,2001,41.039867,21.356340,co,0
2026-02-16T09:30:01+01:00,2001,41.039867,21.356340,no2,9
2026-02-16T09:30:01+01:00,2001,41.039867,21.356340,o3,32
2026-02-16T10:30:00+01:00,2001,41.039867,21.356340,co,0
2026-02-16T10:30:00+01:00,2001,41.039867,21.356340,no2,5
2026-02-16T10:30:00+01:00,2001,41.039867,21.356340,o3,42
2026-02-16T11:30:00+01:00,2001,41.039867,21.356340,co,0
2026-02-16T11:30:00+01:00,2001,41.039867,21.356340,no2,5
2026-02-16T11:30:00+01:00,2001,41.039867,21.356340,o3,49
2026-02-16T12:30:00+01:00,2001,41.039867,21.356340,co,0
2026-02-16T12:30:00+01:00,2001,41.039867,21.356340,no2,7
2026-02-16T12:30:00+01:00,2001,41.039867,21.356340,o3,59
2026-02-16T13:30:00+01:00,2001,41.039867,21.356340,co,0
2026-02-16T13:30:00+01:00,2001,41.039867,21.356340,no2,6
2026-02-16T13:30:00+01:00,2001,41.039867,21.356340,o3,65
2026-02-16T14:30:00+01:00,2001,41.039867,21.356340,co,0
2026-02-16T14:30:00+01:00,2001,41.039867,21.356340,no2,2
2026-02-16T14:30:00+01:00,2001,41.039867,21.356340,o3,70
2026-02-16T15:30:00+01:00,2001,41.039867,21.356340,co,0
2026-02-16T15:30:00+01:00,2001,41.039867,21.356340,no2,3
2026-02-16T15:30:00+01:00,2001,41.039867,21.356340,o3,69
2026-02-16T16:30:00+01:00,2001,41.039867,21.356340,co,0
2026-02-16T16:30:00+01:00,2001,41.039867,21.356340,no2,2
2026-02-16T16:30:00+01:00,2001,41.039867,21.356340,o3,69
2026-02-16T17:30:00+01:00,2001,41.039867,21.356340,co,0
2026-02-16T17:30:00+01:00,2001,41.039867,21.356340,no2,6
2026-02-16T17:30:00+01:00,2001,41.039867,21.356340,o3,63
2026-02-16T18:30:00+01:00,2001,41.039867,21.356340,co,0
2026-02-16T18:30:00+01:00,2001,41.039867,21.356340,no2,12
2026-02-16T18:30:00+01:00,2001,41.039867,21.356340,o3,56
2026-02-16T19:30:00+01:00,2001,41.039867,21.356340,co,0
2026-02-16T19:30:00+01:00,2001,41.039867,21.356340,no2,9
2026-02-16T19:30:00+01:00,2001,41.039867,21.356340,o3,58
2026-02-16T20:30:00+01:00,2001,41.039867,21.356340,co,0
2026-02-16T20:30:00+01:00,2001,41.039867,21.356340,no2,11
2026-02-16T20:30:00+01:00,2001,41.039867,21.356340,o3,46
